GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC04_EST_VC21,HC04_MOE_VC21,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC04_EST_VC25,HC04_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28
Id,Id2,Geography,Total; Estimate; Population 15 to 19 years,Total; Margin of Error; Population 15 to 19 years,"White alone, not Hispanic or Latino; Estimate; Population 15 to 19 years","White alone, not Hispanic or Latino; Margin of Error; Population 15 to 19 years",Black or African American; Estimate; Population 15 to 19 years,Black or African American; Margin of Error; Population 15 to 19 years,Hispanic or Latino origin (of any race); Estimate; Population 15 to 19 years,Hispanic or Latino origin (of any race); Margin of Error; Population 15 to 19 years,Total; Estimate; SCHOOL ENROLLMENT - Enrolled in school,Total; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school,"White alone, not Hispanic or Latino; Estimate; SCHOOL ENROLLMENT - Enrolled in school","White alone, not Hispanic or Latino; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school",Black or African American; Estimate; SCHOOL ENROLLMENT - Enrolled in school,Black or African American; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school,Hispanic or Latino origin (of any race); Estimate; SCHOOL ENROLLMENT - Enrolled in school,Hispanic or Latino origin (of any race); Margin of Error; SCHOOL ENROLLMENT - Enrolled in school,Total; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Public,Total; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Public,"White alone, not Hispanic or Latino; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Public","White alone, not Hispanic or Latino; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Public",Black or African American; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Public,Black or African American; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Public,Hispanic or Latino origin (of any race); Estimate; SCHOOL ENROLLMENT - Enrolled in school - Public,Hispanic or Latino origin (of any race); Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Public,Total; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Private,Total; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Private,"White alone, not Hispanic or Latino; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Private","White alone, not Hispanic or Latino; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Private",Black or African American; Estimate; SCHOOL ENROLLMENT - Enrolled in school - Private,Black or African American; Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Private,Hispanic or Latino origin (of any race); Estimate; SCHOOL ENROLLMENT - Enrolled in school - Private,Hispanic or Latino origin (of any race); Margin of Error; SCHOOL ENROLLMENT - Enrolled in school - Private,Total; Estimate; SCHOOL ENROLLMENT - Not enrolled in school,Total; Margin of Error; SCHOOL ENROLLMENT - Not enrolled in school,"White alone, not Hispanic or Latino; Estimate; SCHOOL ENROLLMENT - Not enrolled in school","White alone, not Hispanic or Latino; Margin of Error; SCHOOL ENROLLMENT - Not enrolled in school",Black or African American; Estimate; SCHOOL ENROLLMENT - Not enrolled in school,Black or African American; Margin of Error; SCHOOL ENROLLMENT - Not enrolled in school,Hispanic or Latino origin (of any race); Estimate; SCHOOL ENROLLMENT - Not enrolled in school,Hispanic or Latino origin (of any race); Margin of Error; SCHOOL ENROLLMENT - Not enrolled in school,Total; Estimate; MARITAL STATUS AND FERTILITY - Male,Total; Margin of Error; MARITAL STATUS AND FERTILITY - Male,"White alone, not Hispanic or Latino; Estimate; MARITAL STATUS AND FERTILITY - Male","White alone, not Hispanic or Latino; Margin of Error; MARITAL STATUS AND FERTILITY - Male",Black or African American; Estimate; MARITAL STATUS AND FERTILITY - Male,Black or African American; Margin of Error; MARITAL STATUS AND FERTILITY - Male,Hispanic or Latino origin (of any race); Estimate; MARITAL STATUS AND FERTILITY - Male,Hispanic or Latino origin (of any race); Margin of Error; MARITAL STATUS AND FERTILITY - Male,Total; Estimate; MARITAL STATUS AND FERTILITY - Male - Ever married,Total; Margin of Error; MARITAL STATUS AND FERTILITY - Male - Ever married,"White alone, not Hispanic or Latino; Estimate; MARITAL STATUS AND FERTILITY - Male - Ever married","White alone, not Hispanic or Latino; Margin of Error; MARITAL STATUS AND FERTILITY - Male - Ever married",Black or African American; Estimate; MARITAL STATUS AND FERTILITY - Male - Ever married,Black or African American; Margin of Error; MARITAL STATUS AND FERTILITY - Male - Ever married,Hispanic or Latino origin (of any race); Estimate; MARITAL STATUS AND FERTILITY - Male - Ever married,Hispanic or Latino origin (of any race); Margin of Error; MARITAL STATUS AND FERTILITY - Male - Ever married,Total; Estimate; MARITAL STATUS AND FERTILITY - Female,Total; Margin of Error; MARITAL STATUS AND FERTILITY - Female,"White alone, not Hispanic or Latino; Estimate; MARITAL STATUS AND FERTILITY - Female","White alone, not Hispanic or Latino; Margin of Error; MARITAL STATUS AND FERTILITY - Female",Black or African American; Estimate; MARITAL STATUS AND FERTILITY - Female,Black or African American; Margin of Error; MARITAL STATUS AND FERTILITY - Female,Hispanic or Latino origin (of any race); Estimate; MARITAL STATUS AND FERTILITY - Female,Hispanic or Latino origin (of any race); Margin of Error; MARITAL STATUS AND FERTILITY - Female,Total; Estimate; MARITAL STATUS AND FERTILITY - Female - Ever married,Total; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Ever married,"White alone, not Hispanic or Latino; Estimate; MARITAL STATUS AND FERTILITY - Female - Ever married","White alone, not Hispanic or Latino; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Ever married",Black or African American; Estimate; MARITAL STATUS AND FERTILITY - Female - Ever married,Black or African American; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Ever married,Hispanic or Latino origin (of any race); Estimate; MARITAL STATUS AND FERTILITY - Female - Ever married,Hispanic or Latino origin (of any race); Margin of Error; MARITAL STATUS AND FERTILITY - Female - Ever married,Total; Estimate; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,Total; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,"White alone, not Hispanic or Latino; Estimate; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months","White alone, not Hispanic or Latino; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months",Black or African American; Estimate; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,Black or African American; Margin of Error; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,Hispanic or Latino origin (of any race); Estimate; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,Hispanic or Latino origin (of any race); Margin of Error; MARITAL STATUS AND FERTILITY - Female - Female with a birth in the past 12 months,Total; Estimate; HOUSEHOLD TYPE - Population 15 to 19 years in households,Total; Margin of Error; HOUSEHOLD TYPE - Population 15 to 19 years in households,"White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - Population 15 to 19 years in households","White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - Population 15 to 19 years in households",Black or African American; Estimate; HOUSEHOLD TYPE - Population 15 to 19 years in households,Black or African American; Margin of Error; HOUSEHOLD TYPE - Population 15 to 19 years in households,Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - Population 15 to 19 years in households,Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - Population 15 to 19 years in households,Total; Estimate; HOUSEHOLD TYPE - In married-couple family households,Total; Margin of Error; HOUSEHOLD TYPE - In married-couple family households,"White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In married-couple family households","White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In married-couple family households",Black or African American; Estimate; HOUSEHOLD TYPE - In married-couple family households,Black or African American; Margin of Error; HOUSEHOLD TYPE - In married-couple family households,Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In married-couple family households,Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In married-couple family households,"Total; Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households","Total; Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households","White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households","White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households","Black or African American; Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households","Black or African American; Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households","Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In male householder, no wife present, family households","Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In male householder, no wife present, family households","Total; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households","Total; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households","White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households","White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households","Black or African American; Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households","Black or African American; Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households","Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In female householder, no husband present, family households","Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In female householder, no husband present, family households",Total; Estimate; HOUSEHOLD TYPE - In nonfamily households,Total; Margin of Error; HOUSEHOLD TYPE - In nonfamily households,"White alone, not Hispanic or Latino; Estimate; HOUSEHOLD TYPE - In nonfamily households","White alone, not Hispanic or Latino; Margin of Error; HOUSEHOLD TYPE - In nonfamily households",Black or African American; Estimate; HOUSEHOLD TYPE - In nonfamily households,Black or African American; Margin of Error; HOUSEHOLD TYPE - In nonfamily households,Hispanic or Latino origin (of any race); Estimate; HOUSEHOLD TYPE - In nonfamily households,Hispanic or Latino origin (of any race); Margin of Error; HOUSEHOLD TYPE - In nonfamily households,Total; Estimate; Population 16 to 19 years,Total; Margin of Error; Population 16 to 19 years,"White alone, not Hispanic or Latino; Estimate; Population 16 to 19 years","White alone, not Hispanic or Latino; Margin of Error; Population 16 to 19 years",Black or African American; Estimate; Population 16 to 19 years,Black or African American; Margin of Error; Population 16 to 19 years,Hispanic or Latino origin (of any race); Estimate; Population 16 to 19 years,Hispanic or Latino origin (of any race); Margin of Error; Population 16 to 19 years,Total; Estimate; IDLENESS - Not enrolled in school and not in the labor force,Total; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force,"White alone, not Hispanic or Latino; Estimate; IDLENESS - Not enrolled in school and not in the labor force","White alone, not Hispanic or Latino; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force",Black or African American; Estimate; IDLENESS - Not enrolled in school and not in the labor force,Black or African American; Margin of Error; IDLENESS - Not enrolled in school and not in the labor force,Hispanic or Latino origin (of any race); Estimate; IDLENESS - Not enrolled in school and not in the labor force,Hispanic or Latino origin (of any race); Margin of Error; IDLENESS - Not enrolled in school and not in the labor force,Total; Estimate; LABOR FORCE STATUS - In the labor force,Total; Margin of Error; LABOR FORCE STATUS - In the labor force,"White alone, not Hispanic or Latino; Estimate; LABOR FORCE STATUS - In the labor force","White alone, not Hispanic or Latino; Margin of Error; LABOR FORCE STATUS - In the labor force",Black or African American; Estimate; LABOR FORCE STATUS - In the labor force,Black or African American; Margin of Error; LABOR FORCE STATUS - In the labor force,Hispanic or Latino origin (of any race); Estimate; LABOR FORCE STATUS - In the labor force,Hispanic or Latino origin (of any race); Margin of Error; LABOR FORCE STATUS - In the labor force
0400000US01,01,Alabama,348077,5228,208000,2837,115046,3290,12364,1979,298265,4994,180499,2892,96894,3805,9974,1790,88.8,1.2,85.8,1.4,93.8,1.9,90.3,5.6,11.2,1.2,14.2,1.4,6.2,1.9,9.7,5.6,49812,3539,27501,2704,18152,2426,2390,787,180183,3921,108547,1975,59407,2565,6658,1546,1.0,0.4,1.3,0.6,0.5,0.7,N,N,167894,3511,99453,2079,55639,2423,5706,1294,2.4,0.6,2.5,0.7,1.5,0.9,N,N,2.8,0.5,2.7,0.8,3.3,1.1,N,N,324553,5767,194792,3960,106689,3246,11598,2030,55.9,1.7,66.5,2.0,35.0,3.2,65.4,8.0,7.5,1.0,8.0,1.2,6.4,1.7,9.4,5.4,32.7,1.7,21.3,1.8,55.4,3.4,19.1,8.1,3.9,0.7,4.2,1.1,3.1,0.9,6.1,3.3,284521,6543,167318,4049,96579,3895,10093,1679,6.5,0.9,5.6,1.0,8.2,1.8,4.6,3.6,35.8,1.5,37.2,2.2,32.9,2.5,47.7,8.5
0400000US04,04,Arizona,460186,3796,205620,2235,23795,1769,183979,1538,386731,4787,181097,2986,20451,1859,148116,3377,93.7,0.8,92.4,1.2,98.0,1.7,94.7,1.2,6.3,0.8,7.6,1.2,2.0,1.7,5.3,1.2,73455,5047,24523,2553,3344,1036,35863,3377,237729,2999,107836,1935,12875,1419,93444,1453,1.0,0.4,0.3,0.2,N,N,2.0,0.9,222457,2474,97784,1853,10920,1359,90535,1264,2.5,0.6,1.0,0.5,N,N,4.3,1.1,3.1,0.7,2.2,0.9,5.2,5.2,3.7,1.1,431858,3369,189077,2532,21738,1572,177632,2058,58.0,1.5,60.6,2.3,32.7,5.8,59.6,2.7,9.2,1.0,9.7,1.4,11.0,4.6,9.1,1.6,28.1,1.4,23.1,1.7,51.3,6.9,28.3,2.6,4.6,0.8,6.6,1.2,5.1,3.2,2.9,0.8,371927,5407,166185,3423,19275,1812,148073,2919,8.5,0.8,5.5,1.2,8.9,4.5,10.1,1.5,37.4,1.6,42.5,2.3,34.6,6.1,35.3,2.8
0400000US05,05,Arkansas,210433,5040,140059,3488,43449,2459,16651,1803,174059,4861,117212,3634,36016,2568,12532,1561,91.9,1.5,89.5,2.0,97.7,1.3,95.4,2.6,8.1,1.5,10.5,2.0,2.3,1.3,4.6,2.6,36374,3204,22847,2470,7433,1282,4119,971,106703,3685,72707,2370,20704,1806,8580,1400,1.6,0.6,1.4,0.7,2.2,1.5,N,N,103730,3540,67352,2399,22745,2045,8071,1153,3.9,1.1,4.9,1.5,1.2,1.0,N,N,2.6,0.8,2.2,0.9,4.6,2.1,2.4,2.1,193976,5052,129220,3542,39098,2510,16273,1828,58.0,2.1,63.6,2.3,35.7,5.2,60.6,7.3,6.5,1.0,6.8,1.4,5.5,1.8,7.1,3.7,29.9,1.9,23.6,2.1,56.0,5.5,22.4,7.3,5.6,1.2,6.0,1.5,2.8,1.6,9.9,3.7,171325,6013,112375,4266,36483,2807,13711,1609,7.4,1.2,6.3,1.1,9.5,2.6,4.5,2.9,39.5,2.5,42.5,3.0,32.1,4.5,37.7,6.5
0400000US06,06,California,2825690,8034,843134,4590,191413,4428,1355379,2661,2492098,12784,763813,6859,165844,4601,1155509,8185,91.0,0.4,84.8,0.9,93.0,1.2,94.6,0.4,9.0,0.4,15.2,0.9,7.0,1.2,5.4,0.4,333592,10157,79321,4552,25569,2718,199870,7940,1459601,4761,434949,2787,97036,3021,700324,1920,0.9,0.1,0.7,0.2,0.8,0.5,1.1,0.2,1366089,5379,408185,2691,94377,3098,655055,2000,1.9,0.2,1.4,0.4,1.0,0.6,2.5,0.3,2.3,0.2,1.2,0.3,2.0,0.8,3.6,0.4,2662486,9110,772464,5401,178777,4514,1312745,4704,63.0,0.7,66.6,1.1,36.1,2.7,62.8,1.0,8.8,0.3,8.6,0.7,9.2,1.4,9.4,0.5,25.3,0.6,20.1,0.9,52.5,2.9,26.4,0.8,2.8,0.2,4.8,0.5,2.1,0.6,1.4,0.2,2279692,13485,687825,7017,154342,4877,1089583,8062,5.3,0.3,3.8,0.4,8.0,1.2,6.6,0.5,30.8,0.6,34.2,1.1,27.4,2.1,31.5,0.9
0400000US08,08,Colorado,343494,4163,209723,2007,16871,1489,92768,1919,299840,4885,187122,3201,15582,1499,76679,2630,91.2,1.1,89.8,1.3,93.7,3.8,94.9,1.2,8.8,1.1,10.2,1.3,6.3,3.8,5.1,1.2,43654,3635,22601,2547,1289,544,16089,2143,177919,3466,108719,1857,9557,1230,47871,1666,1.3,0.5,0.5,0.3,N,N,3.1,1.5,165575,2939,101004,1522,7314,1126,44897,1335,2.3,0.7,1.1,0.5,N,N,5.2,2.2,2.0,0.6,1.1,0.7,N,N,4.5,1.5,314453,4414,189225,3289,15562,1464,88239,1985,60.4,1.6,64.9,2.0,34.9,6.9,55.8,3.0,8.5,1.0,7.9,1.2,13.5,6.4,8.5,1.8,25.5,1.5,20.1,1.9,48.2,8.3,32.2,2.8,5.6,0.9,7.0,1.3,3.3,2.5,3.4,0.9,277442,5135,168880,3024,13205,1338,74851,2507,4.0,0.7,3.5,0.8,N,N,5.6,1.6,44.0,1.4,44.5,1.9,35.7,6.7,43.7,2.6
0400000US09,09,Connecticut,249494,1865,158786,1034,32584,1416,44314,906,228738,2634,149281,1662,28648,1703,37804,1621,81.6,1.5,79.3,2.1,84.4,3.5,92.2,2.1,18.4,1.5,20.7,2.1,15.6,3.5,7.8,2.1,20756,2157,9505,1382,3936,1204,6510,1303,127826,1453,81493,615,16566,1031,22869,709,0.5,0.3,0.3,0.2,N,N,N,N,121668,1467,77293,508,16018,983,21445,743,0.9,0.5,0.6,0.4,N,N,N,N,1.1,0.5,0.5,0.4,2.4,2.4,2.1,1.5,219488,3403,137539,2562,29508,1782,41686,1167,61.2,1.9,70.4,2.1,37.3,6.2,43.4,5.2,8.0,1.1,8.5,1.5,7.4,3.2,7.3,2.4,29.2,1.9,20.0,2.1,53.2,7.0,45.7,5.3,1.7,0.7,1.1,0.5,2.1,2.0,3.5,2.1,200450,3100,127613,2237,26758,1601,34851,1723,3.5,0.7,1.9,0.6,6.3,3.1,7.5,2.7,40.9,1.7,41.3,2.0,37.7,5.9,43.6,5.2
0400000US10,10,Delaware,67720,1635,37100,107,18934,1279,8010,1093,60065,1927,33410,942,16175,1398,7053,1045,84.4,2.6,77.4,4.3,93.5,3.1,94.2,5.0,15.6,2.6,22.6,4.3,6.5,3.1,5.8,5.0,7655,1391,3690,936,2759,819,957,599,33890,1363,18606,107,8944,942,4287,855,0.8,0.6,N,N,N,N,N,N,33830,1244,18494,265,9990,1239,3723,639,1.2,1.3,N,N,N,N,N,N,1.1,1.0,N,N,N,N,N,N,60593,1937,33688,1066,15798,1136,7630,1122,58.7,3.8,71.6,4.4,35.6,7.6,46.2,14.3,9.0,2.4,10.4,2.9,3.9,2.8,13.8,13.3,28.9,3.9,14.7,3.6,58.1,7.9,40.0,15.4,3.4,1.6,3.3,2.3,2.4,2.3,0.0,2.1,53863,2047,29283,1046,15840,1528,6221,1176,6.1,1.8,4.3,1.9,10.3,4.4,N,N,34.1,3.8,37.9,5.1,29.4,6.6,39.9,13.6
0400000US12,12,Florida,1230917,7805,585331,3267,268790,6015,320185,3434,1059498,10329,510857,5241,227139,5823,271301,5162,87.7,0.8,84.3,1.1,93.1,1.1,90.4,1.2,12.3,0.8,15.7,1.1,6.9,1.1,9.6,1.2,171419,8659,74474,4939,41651,3740,48884,4154,633225,7058,302053,2577,137457,5005,166868,2893,0.8,0.2,0.9,0.4,0.5,0.2,0.9,0.4,597692,5884,283278,2652,131333,3616,153317,2660,1.7,0.3,1.7,0.4,1.2,0.5,2.4,0.6,2.3,0.4,1.6,0.5,3.6,0.9,2.7,0.8,1161103,8554,545116,5153,251519,5693,311980,3807,56.7,0.9,64.9,1.4,34.3,1.9,57.2,1.8,8.0,0.5,7.9,0.7,8.0,1.3,8.6,1.1,31.7,0.8,22.7,1.2,54.8,2.0,31.3,1.8,3.6,0.4,4.5,0.5,2.8,0.7,2.9,0.6,1003074,10065,475593,5143,222183,6003,258991,4915,6.6,0.6,5.3,0.7,8.6,1.2,7.8,1.2,33.9,0.9,38.4,1.3,28.6,2.2,30.5,1.6
0400000US13,13,Georgia,719466,8085,346114,5089,265817,5333,70415,3470,613515,8673,300090,5235,224813,5436,53274,3436,89.8,0.9,86.7,1.2,92.9,1.5,92.3,2.4,10.2,0.9,13.3,1.2,7.1,1.5,7.7,2.4,105951,6554,46024,3683,41004,3885,17141,2201,370326,5415,177309,3695,135780,4190,37543,2745,0.6,0.2,0.6,0.4,0.6,0.3,1.2,0.7,349140,5847,168805,4187,130037,3606,32872,2520,1.6,0.4,1.8,0.6,0.8,0.6,4.1,2.4,3.4,0.6,2.5,0.7,4.6,1.2,4.3,2.1,658279,7557,315996,5172,243505,6165,66707,3117,57.4,1.2,70.0,1.5,37.8,2.3,61.9,3.8,8.0,0.7,7.5,1.0,7.8,1.2,12.2,2.9,31.7,1.2,18.8,1.2,52.6,2.4,23.8,3.1,2.9,0.4,3.7,0.6,1.8,0.5,2.0,1.1,579471,10421,278734,6239,214726,5885,55958,4084,7.0,0.6,5.7,0.7,8.4,1.1,11.5,2.6,33.7,1.1,35.8,1.5,31.7,1.9,37.5,4.7
